filename	description	h_length	h_bang	h_curl	e_shape	f_shape	sex	nose	e_size	m_size
235.png	"She is youth white woman. Her hair is dark brown and it’s not curly. She has smile and doesn’t have bangs. She doesn’t have beard. She has round face. She has eye wrinkle and smile lines. She has double eyelids, dark eyebrows and gray eye color. She doesn’t wear glasses. Her head direction is toward the right."	3.0	0.0	0.0	2.0	0.0	0.0	0.0	32.75	39
236.png	"She is middle-aged white woman. Her hair is brown and black and it’s not curly. She has smile and doesn’t have bangs. She doesn’t have beard. She has round face. She has little eye wrinkle, smile lines and forehead wrinkle. She has double eyelids, thin eyebrows and gray eye color. She doesn’t wear glasses. Her head direction is toward left."	2.0	0.0	0.0	2.0	1.0	0.0	0.0	38.0	39
237.png	"She is middle-aged white woman. Her hair is brown and it’s curly. She has smile and doesn’t have bangs. She doesn’t beard. She has round face. She has eye wrinkle, smile lines and little forehead wrinkles. She has double eyelids, thin eyebrows and gray eye color. She doesn’t wear glasses. Her head direction is forward."	2.0	0.0	2.0	2.0	1.0	0.0	0.0	30.5	35
238.png	"He is middle-aged white man. His hair is light brown and it’s slightly curly. He has smile and has bangs. He doesn’t have beard. He has squared face. He has eye wrinkle, smile lines and little forehead wrinkles. He has double eyelids, pale eyebrows and blue eye color. He doesn’t wear glasses. His head direction is toward right."	2.0	1.0	1.0	2.0	2.0	1.0	0.0	33.75	36
239.png	"He is youth white man. His hair is dark brown and short and it’s curly. He has grin smile and doesn’t have bangs. He doesn’t have beard. He has round face. He has eye wrinkle and smile lines. He has double eyelids, pale and thin eyebrows and gray eye color. He doesn’t wear glasses. His head direction is forward."	2.0	0.0	2.0	2.0	1.0	1.0	0.0	26.75	40
240.png	"He is middle-aged white man. His hair is light brown and white and it’s curly. He has smile and doesn’t have bangs. He has little beard and mustache. He has long face. He has eye wrinkle, smile lines. He has double eyelids, pale eyebrows and gray eye color. He doesn’t wear glasses. His head direction is forward."	1.0	0.0	2.0	2.0	0.0	1.0	0.0	30.0	41
241.png	"She is youth white woman. Her hair is blond and it’s slightly curly. She has grin smile and doesn’t have bangs. She doesn’t have beard. She has long face. She has eye wrinkle, smile lines. She has double eyelids, pale and thin eyebrows and black eye color. She wears glasses. Her head direction is forward."	3.0	0.0	1.0	2.0	0.0	0.0	0.0	19.5	44
242.png	"He is middle-aged white man. His hair is blond and it’s not curly. He has smile and doesn’t have bangs. He has beard and mnustache. He has long face. He has eye wrinkle, smile lines and forehead wrinkles. He has double eyelids, blond eyebrows and blue eye color. He doesn’t wear glasses. His head direction is forward."	1.0	0.0	0.0	2.0	0.0	1.0	0.0	29.5	36
243.png	"She is youth white man. Her hair is brown and doesn't have curly. She has smile and doesn’t have bangs. She doesn’t have beard. She has round face. She has smile lines and little eye wrinkles. She has double eyelids, thin and dark eyebrows and gray eye color. She doesn’t wear glasses. Her head direction is forward."	3.0	0.0	0.0	2.0	1.0	0.0	0.0	33.0	36
244.png	"She is old white woman. Her hair is light brown and it’s not curly. She has grin smile and has little bangs. She doesn’t beard. She has round face. She has eye wrinkle, smile lines and forehead wrinkles. She has double eyelids, pale eyebrows and gray eye color. She wears glasses. Her head direction is toward left."	2.0	1.0	0.0	2.0	1.0	0.0	0.0	29.0	33
245.png	"He is old white man. His hair is white and it’s not curly. He has grin smile and doesn’t have bangs. He doesn’t have beard. He has round face. He has eye wrinkle, smile lines and little forehead wrinkles. He has double eyelids, short eyebrows and gray eye color. He wears glasses. His head direction is forward."	1.0	0.0	0.0	1.0	1.0	1.0	0.0	18.75	24
246.png	"She is youth white girl. Her hair is dark blond and it’s not curly. She doesn’t have smile and doesn’t have bangs. She doesn’t have beard. She has long face. She has little smile lines and forehead wrinkles. She has double eyelids, thin and dark eyebrows and gray eye color. She doesn’t wear glasses. Her head direction is toward the right."	3.0	0.0	0.0	2.0	0.0	0.0	0.0	31.75	41
247.png	"She is youth white woman. Her bottom hair is dark brown and top is light brown and it’s curly. She has smile and doesn’t have bangs. She doesn’t have beard. She has long face. She has little eye wrinkle. She has double eyelids, dark eyebrows and blue eye color. She doesn’t wear glasses. Her head direction is forward."	3.0	0.0	2.0	2.0	0.0	0.0	0.0	32.5	43
248.png	"She is youth white woman. Her hair is black and it’s slightly curly. She has grin smile and doesn’t have bangs. She doesn’t have beard. She has long face .She has little eye wrinkle and smile lines. She has double eyelids, dark eyebrows and gray eye color. She doesn’t wear glasses. Her head direction is forward."	3.0	0.0	1.0	2.0	1.0	0.0	0.0	27.75	39
249.png	"She is middle-aged white woman. Her hair is blond and it’s not curly. She has grin smile and doesn’t have bangs. She doesn’t have beard. She has round face. She has eye wrinkle, smile lines. She has double eyelids, thin and dark eyebrows and gray eye color. She doesn’t wear glasses. Her head direction is forward."	3.0	0.0	0.0	2.0	1.0	0.0	0.0	33.75	34
250.png	"She is a middle-aged white woman. Her hair is light brown, and it’s straight. She doesn’t have bangs. She is grinning. She has no beard, and has a round face. She has wrinkles around the eyes, smile lines and forehead. She double eyelids, thin eyebrows, and green eye color. She doesn’t wear glasses. Her head direction is forward."	2.0	0.0	0.0	2.0	1.0	0.0	0.0	29.0	35
251.png	"He is a youth-aged white man. His hair is brown, and it’s slightly curly. He doesn’t have bangs. He is grinning. He has little beard, and has a long face. He has wrinkles around the eyes and smile lines, but has no wrinkles on the forehead. He has double eyelids, thick eyebrows, and brown eye color. He doesn’t wear glasses. His head direction is forward."	2.0	0.0	1.0	2.0	0.0	1.0	0.0	28.5	32
252.png	"She is a youth-aged indian woman. Her hair is light brown, and it’s straight. She doesn’t have bangs. She is grinning. She has no beard, and has a round face. She has wrinkles around the eyes and smile lines, but has no wrinkles on the forehead. She has double eyelids, thin eyebrows, and black eye color. She doesn’t wear glasses. her head direction is forward."	2.0	0.0	0.0	2.0	1.0	0.0	1.0	25.5	32
253.png	"He is a children-aged white man. His har is brown, and it’s curly. He has long bang. He is smiling. He has no beard, and has a round face. He has wrinkles around the eyes, but has no wrinkles on the smile lines and forehead. He has double eyelids, thick eyebrows, and blue eye color. He doesn’t wear glasses. His head direction is forward."	2.0	2.0	2.0	2.0	1.0	1.0	0.0	33.0	35
254.png	"He is a middle-aged white man. His hair is white, and it’s slightly curly. He has bang. He is smiling. He has little beard, mustache, and has a long face. He has wrinkles around the eyes, smile lines and forehead. He has double eyelids, thick eyebrows, and black eye color. He wear glasses. His head direction is forward."	2.0	1.0	1.0	3.0	0.0	1.0	0.0	27.25	32
255.png	"She is a youth-aged Indian woman. Her hair is black, and it’s straight. She has long bang. She is grinning. She has no beard, and has a round face. She has wrinkles around the eyes and smile lines, but has no wrinkles on the forehead. She has double eyelids, thick eyebrows, and black eye color. She doesn’t wear glasses. Her head direction is forward."	2.0	2.0	0.0	2.0	1.0	0.0	1.0	28.25	39
256.png	"He is a youth-aged Indian man. His hair is black, and it’s curly. He doesn’t have bangs. He isn’t smiling. He has beard, mustache and has angular face. He has wrinkles around the eyes, smile lines and forehead. He has double eyelids, thick eyebrows, and black eye color. He doesn’t wear glasses. His head direction is toward the right."	2.0	0.0	2.0	2.0	2.0	1.0	0.0	34.75	40
257.png	"He is a youth-aged Indian man. His hair is black, and it’s straight. He doesn’t have bangs. He is smiling. He has no beard, and has angular face. He has wrinkles around the eyes and smile lines, but has no wrinkles on the forehead. He has double eyelids, thick eyebrows, and black eye color. He doesn’t wear glasses. His head direction is toward the right."	1.0	0.0	0.0	2.0	2.0	1.0	0.0	30.75	43
258.png	"She is a youth-aged white woman. Her hair is light brown, and it’s straight. She doesn’t have bangs. She is grinning. She has no beard, and round face. She has wrinkles around the eyes and smile lines, but has no wrinkles on the forehead. She has double eyelids, thin eyebrows, and black eye color. She doesn’t wear glasses. Her head direction is forward"	3.0	0.0	0.0	2.0	1.0	0.0	0.0	28.25	41
259.png	"She is a youth-aged white woman. Her hair is brown, and it’s curly. She doesn’t have bangs. She is smiling. She has no beard, and has angular face. She has wrinkles around the eyes and smile lines, but has no wrinkles on the forehead. She has double eyelids, thin eyebrows, and black eye color. She doesn’t wear glasses. Her head direction is forward."	3.0	0.0	2.0	2.0	2.0	0.0	0.0	33.75	31
260.png	"She is a youth-aged white woman. Her hair is gold, and it’s slightly curly. She doesn’t have bangs. She is grinning. She has no beard, and has angular face. She has wrinkles around eyes and smile lines, but has no wrinkles on the forehead. She has double eyelids, thick eyebrows, and black eye color. She wear glasses. Her head direction is toward the right."	2.0	0.0	1.0	3.0	2.0	0.0	1.0	32.25	37
261.png	"She is a middle-aged white woman. Her hair is black, and it’s slightly curly. She has bangs. She is grinning. She has no beard, and has inverted triangle face. She has wrinkles around eyes, smile lines and forehead. She has double eyelids, thin eyebrows, and green eye color. She doesn’t wear glasses. Her head direction is forward."	2.0	1.0	1.0	2.0	3.0	0.0	0.0	29.75	32
262.png	"She is a youth-aged white woman. Her hair is light brown, and it's slightly curly. She doesn’t have bangs. She is grinning. She has no beard, and has a long face. She has wrinkles around eyes and smile lines, but has no wrinkles on the forehead. She has double eyelids, thin eyebrows, and green eye color. She doesn’t wear glasses. Her head direction is forward."	3.0	0.0	1.0	2.0	0.0	0.0	0.0	32.0	37
263.png	"She is a middle-aged white woman. Her hair is gray, and it’s slightly curly. She doesn’t have bangs. She is smiling. She has no beard, and has a angular face. She has wrinkles around eyes and smile lines, but has no wrinkles on the forehead. She has double eyelids, thick eyebrows, and black eye color. She doesn’t wear glasses. Her head direction is forward."	1.0	0.0	1.0	2.0	2.0	0.0	1.0	25.25	39
264.png	"He is a youth-aged white man. His hair is gray, and it’s curly. He doesn’t have bangs. He is grinning. He has no beard, and has a long face. He has wrinkles around eyes, smile lines and forehead. He has dobule eyelids, thick eyebrows, and black eye color. He doesn’t wear glasses. His head direction is forward."	2.0	0.0	2.0	2.0	0.0	1.0	0.0	28.75	41
265.png	"He is a middle-aged white man. His hair is gray, and it’s slightly curly. He doesn’t have bangs. He is grinning. He has little beard, mustache, and has a long face. He has wrinkles around eyes, smile lines and forehead. He has double eyelids, thick eyebrows, and green eye color. He doesn’t wear glasses. His head direction is forward."	2.0	0.0	1.0	2.0	0.0	1.0	0.0	31.25	43
266.png	"She is youth-aged white woman. Her hair is light brown, and it’s straight. She doesn’t have bangs. She is grinning. She has no beard, and has a round face. She has wrinkles around eyes and smile lines but has no wrinkles on the forehead. She has double eyelids, thin eyebrows, and black eye color. She doesn’t wear glasses. Her head direction is toward the left."	3.0	0.0	0.0	2.0	1.0	0.0	1.0	29.5	40
267.png	"He is middle-aged white man. His hair is white, and it’s curly. He doesn’t have bangs. He is grinning. He has little beard, and has a long face. He has wrinkles around eyes, smile lines and forehead. He has double eyelids, thick eyebrows, and black eye color. He wear glasses. His head direction is forward."	2.0	0.0	2.0	2.0	0.0	1.0	0.0	27.0	31
268.png	"He is youth-aged white man. His hair is light brown, and it’s straight. He doesn’t have bangs. He is grinning. He has no beard, and has inverted triangle face. He has wrinkles around eyes and smile lines but has no wrinkles on the forehead. He has double eyelids, thick eyebrows, and brown eye color. He doesn’t wear glasses. His head direction is forward."	2.0	0.0	0.0	2.0	3.0	1.0	0.0	31.25	43
269.png	"He is youth-aged white man. His hair is black, and it’s straight. He doesn’t have bangs. He is grinning. He has beard, mustache, and has a round face. He has wrinkles around eyes, smile lines and forehead. He has double eyelids, thick eyebrows, and brown eye color. He doesn’t wear glasses. His head direction is forward."	1.0	0.0	0.0	2.0	1.0	1.0	0.0	26.25	32
270.png	"He is youth-aged white man. His hair is black, and it's straight. He doesn't have bangs. He is grinning. He has little beard, mustache and has a long face. He has wrinkles around eyes, smile lines and forehead. He has double eyelids, thick eyebrows, and yellow eye color. He doesn’t wear glasses. His head direction is forward."	2.0	0.0	0.0	2.0	0.0	1.0	0.0	33.75	42
271.png	"She is middle-aged white woman. Her hair is white, and it’s curly. She has bangs. She is grinning. She has no beard, and has inverted triangle face. She has wrinkles around eyes and smile lines but has no wrinkles on the forehead. She has double eyelids, thick eyebrows, and brown eye color. She doesn’t wear glasses. Her head direction is forward."	2.0	1.0	2.0	2.0	3.0	0.0	0.0	29.0	37
272.png	"She is children-aged white woman. Her hair is brown, and it’s curly. She has long bangs. She isn’t smiling. She has no beard, and has inverted triangle face. She has wrinkles around eyes but has no wrinkles around smile lines and forehead. She has double eyelids, thin eyebrows, and brown eye color. She doesn’t wear glasses. Her head direction is forward."	2.0	2.0	2.0	2.0	3.0	0.0	0.0	32.25	30
273.png	"She is youth-aged white woman. Her hair is light brown, and it's slightly curly. She doesn't have bangs. She is grinning. She has no beard, and has inverted triangle face. She has wrinkles around eyes and smile lines but has no wrinkles on the forehead. She has double eyelids, thin eyebrows, and green eye color. She doesn’t wear glasses. Her head direction is forward."	3.0	0.0	1.0	2.0	3.0	0.0	0.0	33.0	34
274.png	"He is youth-aged white man. His hair is gray, and it’s curly. He doesn’t have bangs. He is grinning. He has no beard, and has long face. He has wrinkles around eyes and smile lines but has no wrinkles on the forehead. He has double eyelids, thick eyebrows, and brown eye color. He doesn’t wear glasses. His head direction is forward."	2.0	0.0	2.0	2.0	0.0	1.0	0.0	26.5	30
275.png	"She is youth-aged white woman. Her hair is black, and it’s straight. She doesn’t have bangs. She is grinning. She has no beard, and has long face. She has wrinkles around eyes and smile lines but has no wrinkles on the forehead. She has double eyelids, thick eyebrows, and black eye color. She doesn’t wear glasses. Her head direction is forward."	2.0	0.0	0.0	2.0	0.0	0.0	0.0	28.5	39
276.png	"She is middle-aged white woman. Her hair is black, and it’s slightly curly. She has long bangs. She is grinning. She has no beard, and has long face. She has wrinkles around eyes and smile lines but has no wrinkles on the forehead. She has  double eyelids, thick eyebrows, and black eye color. She doesn’t wear glasses. Her head direction is forward."	2.0	2.0	1.0	2.0	0.0	0.0	0.0	28.75	37
277.png	"She is youth-aged white woman. Her hair is brown, and it’s slightly curly. She doesn’t have bangs. She is grinning. She has no beard, and has long face. She has wrinkles around eyes and smile lines but has no wrinkles on the forehead. She has double eyelids, thin eyebrows, and green eye color. She doesn’t wear glasses. Her head direction is toward the right."	3.0	0.0	1.0	2.0	0.0	0.0	0.0	34.25	42
278.png	"She is youth-aged Indian woman. Her hair is black, and it’s slightly curly. She doesn’t have bangs. She is grinning. She has no beard, and has inverted triangle face. She has wrinkles around eyes and smile lines but has no wrinkles on the forehead. She has double eyelids, thick eyebrows, and brown eye color. She doesn’t wear glasses. Her head direction is forward."	1.0	0.0	1.0	2.0	3.0	0.0	0.0	35.5	43
279.png	"She is youth-aged white woman. Her hair is light brown, and it's curly. She doesn’t have bangs. She is grinning. She has no beard, and has angular face. She has wrinkles around eyes and smile lines but has no wrinkles on the forehead. She has double eyelids, thin eyebrows, and brown eye color. She doesn’t wear glasses. Her head direction is forward."	3.0	0.0	2.0	2.0	2.0	0.0	0.0	33.75	39
280.png	"She is youth-aged white woman. Her hair is light brown, and it's straight. She doesn't have bangs. She is grinning. She has no beard, and has angular face. She has wrinkles around eyes and smile lines but has no wrinkles on the forehead. She has double eyelids, thin eyebrows, and black eye color. She doesn’t wear glasses. Her head direction is forward."	3.0	0.0	0.0	2.0	2.0	0.0	0.0	34.25	42
281.png	"He is youth-aged white man. His hair is black, and it's curly. He doesn’t have bangs. He is smiling. He has beard and mustache, and has long face. He has wrinkles around eyes and smile lines but has no wrinkles on the forehead. He has double eyelids, thick eyebrows, and yellow eye color. He doesn’t wear glasses. His head direction is toward the right."	2.0	0.0	2.0	2.0	0.0	1.0	0.0	29.5	30
282.png	"He is youth-aged white man. His hair is black, and it’s straight. He doesn’t have bangs. He isn’t smiling. He has little beard and mustache, and has long face. He has wrinkles around eyes but has no wrinkles around smile lines and forehead. He has double eyelids, thick eyebrows, and green eye color. He doesn’t wear glasses. His head direction is forward."	2.0	0.0	0.0	2.0	0.0	1.0	0.0	28.5	38
283.png	"She is youth-aged white woman. Her hair is black, and it's straight. She doesn’t have bangs. She is grinning. She has no beard, and has angular face. She has wrinkles around eyes and smile lines but has no wrinkles on the forehead. She has double eyelids, thin eyebrows, and green eye color. She doesn’t wear glasses. Her head direction is forward."	2.0	0.0	0.0	2.0	2.0	0.0	0.0	27.5	30
284.png	"She is children-aged Indian woman. Her hair is black, and it’s curly. She doesn’t have bangs. She is grinning. She has no beard, and has angular face. She has wrinkles around eyes and smile lines but has no wrinkle on the forehead. She has double eyelids, thick eyebrows, and black eye color. She doesn’t wear glasses. Her head direction is forward."	2.0	0.0	2.0	2.0	2.0	0.0	1.0	35.75	37
285.png	"She is youth-aged white woman. Her hair is light brown, and it's curly. She doesn't have bangs. She is grinning. She has no beard, and has long face. She has wrinkles around eyes and smile lines but has no wrinkles on the forehead. She has double eyelids, thin eyebrows, and brown eye color. She doesn’t wear glasses. Her head direction is toward the right."	3.0	0.0	2.0	2.0	0.0	0.0	0.0	27.25	42
286.png	"He is youth-aged white man. His hair is brown, and it’s curly. He has long bangs. He is grinning. He has no beard, and has angular face. He has wrinkles around eyes and smile lines but has no wrinkles on the forehead. He has double eyelids, thick eyebrows, and green eye color. He doesn’t wear glasses. His head direction is forward."	2.0	2.0	2.0	2.0	2.0	1.0	0.0	30.25	36
287.png	"She is youth-aged white woman. Her hair is light brown, and it's curly. She has long bangs. She is grinning. She has no beard, and has inverted triangle face. She has wrinkles around eyes and smile lines but has no wrinkles on the forehead. She has double eyelids, thin eyebrows, and green eye color. She doesn’t wear glasses. Her head direction is forward."	3.0	2.0	2.0	2.0	3.0	0.0	0.0	23.0	34
288.png	"She is aolescent-aged white woman. Her hair is blond, and it’s curly. She doesn’t have bangs. She is grinning. She has no beard, and has angular face. She has wrinkles around eyes and smile lines but has no wrinkles on the forehead. She has double eyelids, thin eyebrows, and green eye color. She doesn’t wear glasses. Her head direction is forward."	3.0	0.0	2.0	2.0	2.0	0.0	0.0	29.5	33
289.png	"He is youth-aged white man. His hair is brown, and it's slightly curly. He doesn’t have bangs. He is grinning. He has little beard and mustache, and has long face. He has wrinkles around eyes and smile lines but has no wrinkles on the forehead. He has double eyelids, thick eyebrows, and green eye color. He doesn’t wear glasses. His head direction is forward."	1.0	0.0	1.0	2.0	0.0	1.0	0.0	31.75	38
290.png	"She is middle-aged white woman. Her hair is brown, and it’s slightly curly. She doesn’t have bangs. She is smiling. She has no beard, and has angular face. She has wrinkles around eyes, smile lines and forehead. She has double eye lids, thin eyebrows, and brown eye color. She doesn’t wear glasses. Her head direction is toward the left."	2.0	0.0	1.0	2.0	2.0	0.0	0.0	32.0	40
291.png	"She is youth-aged white woman. Her hair is brown, and it’s slightly curly. She doesn't have bangs. She is grinning. She has no beard, and has long face. She has wrinkles around eyes and smile lines but has no wrinkles on the forehead. She has double eyelids, thin eyebrows, and yellow eye color. She doesn’t wear glasses. Her head direction is forward."	3.0	0.0	0.0	2.0	0.0	0.0	0.0	39.0	39
292.png	"She is youth-aged white woman. Her hair is black, and it's straight. She doesn't have bangs. She is grinning. She has no beard, and has angular face. She has wrinkles around eyes and smile lines but has no wrinkles on the forehead. She has double eyelids, thin eyebrows, and black eye color. She doesn’t wear glasses. Her head direction is forward."	2.0	0.0	0.0	2.0	2.0	0.0	0.0	24.25	35
293.png	"She is youth-aged white woman. Her hair is light brown, and it's straight. She doesn’t have bangs. She is grinning. She has no beard, and angular face. She has wrinkles around eyes and smile lines but has no wrinkles on the forehead. She has double eyelids, thin eyebrows, and yellow eye color. She doesn’t wear glasses. Her head direction is forward."	3.0	0.0	0.0	2.0	2.0	0.0	0.0	37.5	34
294.png	"She is youth-aged white woman. Her hair is black, and it's straight. She has bangs. She is grinning. She has no beard, and angular face. She has wrinkles around eyes and smile lines but has no wrinkles on the forehead. She has double eyelids, thin eyebrows, and yellow eye color. She doesn’t wear glasses. Her head direction is forward."	1.0	1.0	0.0	2.0	2.0	0.0	0.0	31.5	30
295.png	"He is youth-aged white man. His hair is light brown, and it’s curly. He doesn’t have bangs. He isn’t smiling. He has no beard, and round face. He has wrinkles around eyes, smile lines and forehead. He has double eyelids, and yellow eye color. He doesn’t wear glasses. His head direction is toward the left."	2.0	0.0	2.0	2.0	1.0	1.0	0.0	30.5	54
296.png	"He is youth-aged white man. His hair is light brown, and it's slightly curly. He doesn’t have bangs. He is grinning. He has little beard and mustache, and has angular face. He has wrinkles around eyes and smile lines but has no wrinkles on the forehead. He has double eyelids, thick eyebrows, and green eye color. He wear glasses. His head direction is forward."	2.0	0.0	1.0	3.0	2.0	1.0	0.0	24.5	38
297.png	"She is youth-aged white woman. Her hair is light brown, and it's curly. She doesn’t have bangs. She is grinning. She has no beard, and round face. She has wrinkles around eyes and smile lines but has no wrinkles on the forehead. She has double eyelids, thin eyebrows, and yellow eye color. She doesn’t wear glasses. Her head direction is forward."	2.0	0.0	2.0	2.0	1.0	0.0	0.0	21.25	34
298.png	"He is adolescent-aged Indian man. His hair is black, and it’s slightly curly. He doesn’t have bangs. He is grinning. He has no beard, and long face. He has wrinkles around eyes and smile lines but has no wrinkles on the forehead. He has double eyelids, thick eyebrows, and black eye color. He doesn’t wear glasses. His head direction is forward."	1.0	0.0	1.0	2.0	0.0	1.0	0.0	25.25	39
299.png	"She is children-aged white woman. Her hair is light brown, and it’s slightly curly. She has long bangs. She is grinning. She has no beard, and round face. She has wrinkles around smile lines but has no wrinkles around eyes and forehead. She has double eyelids, thick eyebrows, and brown eye color. She doesn’t wear glasses. Her head direction is toward right."	2.0	2.0	1.0	2.0	1.0	0.0	1.0	28.0	38
0.png	-	3	0	0	2	1	0	0	33.25	39
1.png	-	1	0	1	1	0	1	0	30.75	28
2.png	-	1	1	0	3	1	1	0	29.25	39
3.png	-	1	0	2	3	1	1	0	22.5	43
4.png	-	2	1	1	2	0	0	0	32.75	42
5.png	-	3	1	0	2	2	0	0	30.25	40
6.png	-	2	0	0	1	1	1	0	33.75	28
7.png	-	2	0	2	2	1	0	0	31.25	37
8.png	-	1	0	2	2	0	1	0	34.0	25
9.png	-	3	0	0	2	2	0	0	32.5	38
10.png	-	3	0	0	2	3	0	1	33.25	35
11.png	-	1	0	1	2	1	1	0	31.0	33
12.png	-	1	0	1	2	0	1	0	37.5	42
13.png	-	1	0	0	2	1	1	1	34.75	32
14.png	-	1	0	1	2	1	1	0	33.0	42
15.png	-	1	0	0	1	1	1	1	23.5	40
16.png	-	1	2	1	2	1	0	0	48.0	34
17.png	-	2	2	0	3	1	0	0	20.75	36
18.png	-	2	1	0	2	1	0	0	32.75	35
19.png	-	2	0	0	3	1	0	0	26.5	41
20.png	-	1	0	1	2	1	1	0	34.0	35
21.png	-	2	0	0	2	2	0	0	35.0	46
22.png	-	3	2	2	2	1	0	1	27.25	37
23.png	-	1	0	0	2	0	1	0	35.25	27
24.png	-	2	0	2	1	1	0	0	26.75	40
25.png	-	1	0	1	2	1	1	0	35.0	45
26.png	-	3	1	0	3	2	0	0	27.5	36
27.png	-	3	1	2	2	1	0	0	29.75	43
28.png	-	2	0	2	2	1	0	0	38.0	43
29.png	-	1	0	1	1	1	1	0	42.25	37
30.png	-	1	0	0	2	0	1	0	35.0	35
31.png	-	1	1	0	2	2	1	1	30.0	39
32.png	-	3	0	0	2	1	0	0	38.5	33
33.png	-	1	0	0	2	0	1	0	26.5	36
34.png	-	3	0	0	2	1	0	0	35.0	37
35.png	-	2	0	1	0	1	0	0	36.0	43
36.png	-	1	0	1	2	1	1	1	31.0	36
37.png	-	1	2	1	2	1	1	1	29.0	39
38.png	-	3	2	0	0	1	0	1	28.25	45
39.png	-	1	0	0	2	0	1	0	25.75	40
40.png	-	1	2	0	3	3	1	1	33.75	36
41.png	-	2	1	2	2	2	0	0	34.5	34
42.png	-	3	0	0	3	1	0	0	24.25	42
43.png	-	3	0	0	2	1	0	0	25.5	34
44.png	-	1	2	0	2	1	1	0	35.25	30
45.png	-	3	0	0	2	1	0	0	20.75	39
46.png	-	2	0	0	2	2	0	0	32.5	45
47.png	-	3	0	0	2	1	0	0	35.25	31
48.png	-	1	0	1	2	1	1	0	28.25	34
49.png	-	1	0	1	2	0	1	0	34.25	32
50.png	-	1	0	1	2	2	1	0	26.5	27
51.png	-	1	0	1	2	2	1	1	21.5	36
52.png	-	2	2	1	1	1	0	0	27.5	33
53.png	-	2	1	1	2	0	0	0	21.75	38
54.png	-	2	1	2	2	2	0	0	29.0	33
55.png	-	1	0	1	3	1	1	0	21.5	33
56.png	-	1	2	0	2	1	0	1	25.0	49
57.png	-	1	2	0	2	0	0	0	35.25	35
58.png	-	3	1	0	2	1	0	1	28.25	35
59.png	-	2	1	0	2	1	0	0	29.0	46
60.png	-	1	1	0	2	1	0	0	33.5	39
61.png	-	2	0	1	1	1	0	0	33.5	44
62.png	-	2	0	2	2	2	0	0	33.25	39
63.png	-	1	1	1	2	1	0	0	29.75	32
64.png	-	1	0	0	2	0	1	0	31.5	48
65.png	-	1	0	1	3	0	1	0	29.25	36
66.png	-	1	0	2	2	0	1	0	33.5	50
67.png	-	3	0	1	1	0	0	0	30.25	40
68.png	-	1	0	0	1	1	1	0	27.0	32
69.png	-	1	0	0	1	0	1	0	30.75	25
70.png	-	1	0	0	1	0	1	0	28.75	28
71.png	-	1	0	0	1	0	1	0	33.75	24
72.png	-	2	0	0	2	1	0	0	31.75	32
73.png	-	2	1	1	2	1	1	0	31.75	42
74.png	-	2	2	1	2	1	0	0	35.0	30
75.png	-	1	0	0	2	1	1	1	27.25	46
76.png	-	1	0	2	1	0	1	0	28.75	37
77.png	-	3	0	0	2	1	0	0	25.25	41
78.png	-	1	0	0	2	0	0	0	24.5	41
79.png	-	1	0	0	1	2	1	0	28.75	38
80.png	-	2	1	2	0	0	1	0	32.0	41
81.png	-	2	0	0	1	0	0	0	39.0	37
82.png	-	3	0	2	0	0	0	0	38.75	45
83.png	-	3	0	0	2	0	0	0	36.5	39
84.png	-	3	0	0	2	0	0	0	31.5	42
85.png	-	3	0	2	1	1	0	0	30.0	33
86.png	-	3	0	0	2	1	0	0	29.25	41
87.png	-	2	1	0	2	0	1	0	42.0	37
88.png	-	1	0	0	2	0	1	0	34.5	42
89.png	-	2	0	2	1	0	1	0	35.5	39
90.png	-	2	0	0	2	1	1	0	33.25	41
91.png	-	1	0	0	2	0	1	0	29.0	42
92.png	-	2	2	0	2	1	0	0	36.25	37
93.png	-	2	0	1	1	0	1	0	27.0	34
94.png	-	2	1	0	1	2	0	0	21.75	42
95.png	-	3	0	0	0	2	0	0	26.25	34
96.png	-	2	1	0	2	0	1	0	28.0	33
97.png	-	2	2	0	2	1	0	0	31.5	37
98.png	-	3	1	0	2	0	0	0	28.75	33
99.png	-	2	2	0	2	2	0	0	37.5	34
100.png	-	3	0	2	2	0	0	0	32.25	41
101.png	-	2	0	1	0	1	0	0	31.5	30
102.png	-	2	0	2	2	0	0	0	33.0	35
103.png	-	2	0	0	2	0	0	0	35.25	37
104.png	-	2	0	0	1	1	0	0	32.5	39
105.png	-	3	0	0	2	0	0	0	27.5	36
106.png	-	3	0	2	2	0	0	0	23.5	48
107.png	-	3	0	2	1	0	0	0	25.25	35
108.png	-	3	0	2	2	1	0	0	34.5	39
109.png	-	2	1	2	2	1	0	0	30.25	32
110.png	-	3	0	1	2	2	0	0	32.0	44
111.png	-	1	0	1	1	0	1	0	31.0	27
112.png	-	1	0	0	2	0	1	0	30.75	31
113.png	-	3	1	0	2	1	0	0	36.0	35
114.png	-	3	0	1	2	0	0	0	33.0	40
115.png	-	3	0	2	0	0	0	0	35.0	47
116.png	-	1	0	0	1	0	1	0	28.5	39
117.png	-	2	0	0	1	0	1	0	34.5	36
118.png	-	3	0	2	2	0	0	0	29.0	36
119.png	-	3	0	0	2	1	0	1	29.0	37
120.png	-	3	0	0	2	1	0	0	35.5	38
121.png	-	3	0	1	0	0	0	0	34.5	45
122.png	-	1	0	1	2	0	1	0	38.0	38
123.png	-	2	2	1	2	0	1	0	32.5	51
124.png	-	1	0	0	1	1	1	0	33.5	32
